Method: GCL
Parameters: horizon=20, num_traj=1000
N_steps=1000, iterations=1000
Q=0.001, P=0.01

Total time: 789.81 seconds (0.22 hours)
Average time per iteration: 0.7898 seconds
Average reward (all iterations): 1076.79
Final reward (last 100 iterations): 1076.79
Time per step (avg): 0.0008 seconds

Iteration-by-iteration data:
1,0.7564,1076.79
2,0.7652,1076.79
3,0.7671,1076.79
4,0.7612,1076.79
5,0.7660,1076.79
6,0.7710,1076.79
7,0.7684,1076.79
8,0.7689,1076.79
9,0.7690,1076.79
10,0.7714,1076.79
11,0.7673,1076.79
12,0.7659,1076.79
13,0.7724,1076.79
14,0.7740,1076.79
15,0.7724,1076.79
16,0.9790,1076.79
17,0.7689,1076.79
18,0.7756,1076.79
19,0.7746,1076.79
20,0.7743,1076.79
21,0.7714,1076.79
22,0.7689,1076.79
23,0.7718,1076.79
24,0.7725,1076.79
25,0.7679,1076.79
26,0.7757,1076.79
27,0.7751,1076.79
28,0.7652,1076.79
29,0.7805,1076.79
30,0.7705,1076.79
31,0.7690,1076.79
32,0.7785,1076.79
33,0.7657,1076.79
34,0.7746,1076.79
35,0.7740,1076.79
36,0.7720,1076.79
37,0.7696,1076.79
38,0.7691,1076.79
39,0.7770,1076.79
40,0.7741,1076.79
41,0.7695,1076.79
42,0.7694,1076.79
43,0.7708,1076.79
44,0.7712,1076.79
45,0.7692,1076.79
46,0.7705,1076.79
47,1.0096,1076.79
48,0.7736,1076.79
49,0.7695,1076.79
50,0.7728,1076.79
51,0.7738,1076.79
52,0.7677,1076.79
53,0.7817,1076.79
54,0.7721,1076.79
55,0.7694,1076.79
56,0.7721,1076.79
57,0.7681,1076.79
58,0.7725,1076.79
59,0.7728,1076.79
60,0.7743,1076.79
61,0.7710,1076.79
62,0.7665,1076.79
63,0.7682,1076.79
64,0.7727,1076.79
65,0.7690,1076.79
66,0.7799,1076.79
67,0.7702,1076.79
68,0.7720,1076.79
69,0.7697,1076.79
70,0.7701,1076.79
71,0.7731,1076.79
72,0.7706,1076.79
73,0.7719,1076.79
74,0.7751,1076.79
75,0.7731,1076.79
76,0.7678,1076.79
77,0.7734,1076.79
78,0.7712,1076.79
79,1.0063,1076.79
80,0.7749,1076.79
81,0.7670,1076.79
82,0.7752,1076.79
83,0.7743,1076.79
84,0.7704,1076.79
85,0.7683,1076.79
86,0.7670,1076.79
87,0.7719,1076.79
88,0.7733,1076.79
89,0.7726,1076.79
90,0.7752,1076.79
91,0.7686,1076.79
92,0.7703,1076.79
93,0.7702,1076.79
94,0.7682,1076.79
95,0.7711,1076.79
96,0.7723,1076.79
97,0.7715,1076.79
98,0.7704,1076.79
99,0.7745,1076.79
100,0.7826,1076.79
101,0.7680,1076.79
102,0.7697,1076.79
103,0.7698,1076.79
104,0.7731,1076.79
105,0.7719,1076.79
106,0.7715,1076.79
107,0.7695,1076.79
108,0.7690,1076.79
109,0.7761,1076.79
110,0.7689,1076.79
111,0.9963,1076.79
112,0.7716,1076.79
113,0.7702,1076.79
114,0.7746,1076.79
115,0.7726,1076.79
116,0.7812,1076.79
117,0.7904,1076.79
118,0.7891,1076.79
119,0.7882,1076.79
120,0.7832,1076.79
121,0.7748,1076.79
122,0.7730,1076.79
123,0.7722,1076.79
124,0.7734,1076.79
125,0.7724,1076.79
126,0.7759,1076.79
127,0.7775,1076.79
128,0.7673,1076.79
129,0.7734,1076.79
130,0.7728,1076.79
131,0.7733,1076.79
132,0.7703,1076.79
133,0.7713,1076.79
134,0.7716,1076.79
135,0.7716,1076.79
136,0.7718,1076.79
137,0.7729,1076.79
138,0.7745,1076.79
139,0.7708,1076.79
140,0.7706,1076.79
141,0.7699,1076.79
142,0.7710,1076.79
143,0.7719,1076.79
144,0.7702,1076.79
145,0.7714,1076.79
146,1.0369,1076.79
147,0.7697,1076.79
148,0.7762,1076.79
149,0.7714,1076.79
150,0.7781,1076.79
151,0.7758,1076.79
152,0.7692,1076.79
153,0.7765,1076.79
154,0.7755,1076.79
155,0.7770,1076.79
156,0.7862,1076.79
157,0.7776,1076.79
158,0.7759,1076.79
159,0.7768,1076.79
160,0.7749,1076.79
161,0.7784,1076.79
162,0.7712,1076.79
163,0.7780,1076.79
164,0.7747,1076.79
165,0.7718,1076.79
166,0.7713,1076.79
167,0.7706,1076.79
168,0.7694,1076.79
169,0.7746,1076.79
170,0.7782,1076.79
171,0.7728,1076.79
172,0.7840,1076.79
173,0.7689,1076.79
174,0.7735,1076.79
175,0.7780,1076.79
176,0.7727,1076.79
177,0.7738,1076.79
178,0.7723,1076.79
179,0.7720,1076.79
180,0.7820,1076.79
181,0.7705,1076.79
182,0.7710,1076.79
183,1.0284,1076.79
184,0.7714,1076.79
185,0.7729,1076.79
186,0.7767,1076.79
187,0.7741,1076.79
188,0.7686,1076.79
189,0.7767,1076.79
190,0.7776,1076.79
191,0.7725,1076.79
192,0.7725,1076.79
193,0.7706,1076.79
194,0.7725,1076.79
195,0.7770,1076.79
196,0.7692,1076.79
197,0.7717,1076.79
198,0.7745,1076.79
199,0.7754,1076.79
200,0.7778,1076.79
201,0.7769,1076.79
202,0.7734,1076.79
203,0.7744,1076.79
204,0.7701,1076.79
205,0.7707,1076.79
206,0.7727,1076.79
207,0.7695,1076.79
208,0.7730,1076.79
209,0.7728,1076.79
210,0.7702,1076.79
211,0.7708,1076.79
212,0.7723,1076.79
213,0.7752,1076.79
214,0.7749,1076.79
215,0.7706,1076.79
216,0.7755,1076.79
217,0.7754,1076.79
218,0.7733,1076.79
219,0.7792,1076.79
220,0.7703,1076.79
221,1.0768,1076.79
222,0.7716,1076.79
223,0.7772,1076.79
224,0.7764,1076.79
225,0.7730,1076.79
226,0.7732,1076.79
227,0.7730,1076.79
228,0.7801,1076.79
229,0.7766,1076.79
230,0.7734,1076.79
231,0.7732,1076.79
232,0.7735,1076.79
233,0.7731,1076.79
234,0.7764,1076.79
235,0.7746,1076.79
236,0.7835,1076.79
237,0.7825,1076.79
238,0.7757,1076.79
239,0.7695,1076.79
240,0.7729,1076.79
241,0.7724,1076.79
242,0.7743,1076.79
243,0.7762,1076.79
244,0.7781,1076.79
245,0.7823,1076.79
246,0.7779,1076.79
247,0.7733,1076.79
248,0.7735,1076.79
249,0.7718,1076.79
250,0.7805,1076.79
251,0.7769,1076.79
252,0.7820,1076.79
253,0.7813,1076.79
254,0.7697,1076.79
255,0.7750,1076.79
256,0.7730,1076.79
257,0.7712,1076.79
258,0.7751,1076.79
259,0.7757,1076.79
260,1.0911,1076.79
261,0.7772,1076.79
262,0.7729,1076.79
263,0.7780,1076.79
264,0.7751,1076.79
265,0.7753,1076.79
266,0.7776,1076.79
267,0.7733,1076.79
268,0.7711,1076.79
269,0.7790,1076.79
270,0.7736,1076.79
271,0.7760,1076.79
272,0.7805,1076.79
273,0.7718,1076.79
274,0.7752,1076.79
275,0.7711,1076.79
276,0.7743,1076.79
277,0.7772,1076.79
278,0.7703,1076.79
279,0.7785,1076.79
280,0.7766,1076.79
281,0.7721,1076.79
282,0.7778,1076.79
283,0.7729,1076.79
284,0.7732,1076.79
285,0.7712,1076.79
286,0.7713,1076.79
287,0.7755,1076.79
